Birth,Death,Dimension,Space
0.0349430394164113,0.040532568240883,0,0
0.0006725335649748,0.0557176776893976,0,0
0.0343725723720471,0.0565242599857183,0,0
0.0219486332671019,0.0577911410173035,0,0
0.0410558994775546,0.0850782875995829,0,0
0.0724110549587813,0.0863124448213912,0,0
0.0754417199593405,0.0884975827192467,0,0
0.0204065339280115,0.0901509382456396,0,0
0.0306217396357573,0.0902308709727487,0,0
0.0643919028992433,0.09194305698592,0,0
0.0403082249673394,0.0932961870185004,0,0
0.0061718214014014,0.0933419155590352,0,0
0.0028568473595228,0.0939114540505426,0,0
0.0594631851477223,0.0939114540505426,0,0
0.0906695121271737,0.0964627941837807,0,0
0.0059084514242002,0.0979604178130525,0,0
0.0185282588641708,0.0991200887461349,0,0
0.0656376782752709,0.0998907169512828,0,0
0.0896319253415133,0.1058790003217851,0,0
0.0086813337953854,0.1062063110892549,0,0
0.0157671824795523,0.1079813189707975,0,0
0.0506439627990222,0.1100877319106027,0,0
0.0091835550226492,0.1103471569640258,0,0
0.0086486703790384,0.1160182474470885,0,0
0.0739825823825249,0.1166090630712338,0,0
0.0006284992685334,0.118278484041751,0,0
0.0644710138856757,0.121436352853157,0,0
0.015784308375713,0.1254073340322402,0,0
0.0667037709574038,0.129518037790316,0,0
0.0906669963694386,0.1303906920568559,0,0
0.0455446752855678,0.1304776270372176,0,0
0.0930629784524742,0.130967764737844,0,0
0.056225465925013,0.1314683907656295,0,0
0.0477626376437229,0.1334647994043187,0,0
0.1001038833030302,0.1357940916369441,0,0
0.1326271679345109,0.1364045377926499,0,0
0.1239434484432929,0.1376708816431714,0,0
0.0518703866048702,0.1378049799917259,0,0
0.0337173926143927,0.1398237641487062,0,0
0.0441029352052438,0.143487594514315,0,0
0.0061356647747915,0.1456584730913063,0,0
0.0694628255803964,0.1456584730913063,0,0
0.0313987712070479,0.1485558548842264,0,0
0.0269939041273179,0.1490676982292696,0,0
0.0055637056546685,0.1506992154693932,0,0
0.038375623449699,0.1519935146208602,0,0
0.0277580071574438,0.1526694834592585,0,0
0.056461467853239,0.1551072441907091,0,0
0.0116287901199572,0.1599437041676426,0,0
0.0273109227053123,0.1626747911842083,0,0
0.0834911539309199,0.1627486432975502,0,0
0.0529237231849971,0.1676072119838891,0,0
0.0074263497286323,0.1685883560857002,0,0
0.0019126870234199,0.1685883560857002,0,0
0.0328714990990215,0.1741836912892402,0,0
0.0503938265466444,0.178797269715903,0,0
0.0154183339889517,0.1833100961610047,0,0
0.0089090717588726,0.1855806207316849,0,0
0.0041689305276588,0.1866565855423001,0,0
0.0763406628528748,0.1869627687049945,0,0
0.0819462263326549,0.1875150653831996,0,0
0.0306397093466059,0.188693369986046,0,0
0.0327373032991463,0.1911167336539245,0,0
0.0013994928556892,0.1924097525681728,0,0
0.0216113351473123,0.1955135810066867,0,0
0.0702925679265252,0.195814563942574,0,0
0.0365772047733973,0.1966376643126517,0,0
0.1699461912352823,0.1995169032964449,0,0
0.0183324173456999,0.208995028710324,0,0
0.031689767467838,0.2125906184148748,0,0
0.0721792273263263,0.2134247141436817,0,0
0.021582747548732,0.2141626604086492,0,0
0.15143350939216,0.2153227955471971,0,0
0.0367959595244876,0.2159694200883584,0,0
0.0623562370285177,0.2209262938253607,0,0
0.0186195247438319,0.2229465208442216,0,0
0.1779525002179217,0.2242383020850381,0,0
0.022510208287472,0.2263211615198512,0,0
0.0609500332309549,0.2297321623154875,0,0
0.2293820405762029,0.2349765688904013,0,0
0.1504815030317227,0.2478893440761858,0,0
0.2289276992004001,0.249128419047007,1,0
0.0219544928854401,0.2645860005870234,0,0
0.178797269715903,0.2658785017604476,1,0
0.1962405283880052,0.2672452617349562,0,0
0.2638583092238329,0.2692895668306364,1,0
0.2222364500583978,0.2777632574357518,0,0
0.247682260036952,0.2870622701228387,0,0
0.2669354414252189,0.2875712068888599,1,0
0.270540170120349,0.2920863705622241,1,0
0.29253853265713,0.2943533458918278,1,0
0.2792799685174922,0.2993669964888121,1,0
0.012854926087873,0.3019908895634224,0,0
0.1786080506904287,0.3150594240780326,0,0
0.2228022053812147,0.3169896091659916,0,0
0.2875109223158062,0.3186376247771306,1,0
0.2690786555873992,0.3210791642767533,1,0
0.3064297999868798,0.3398707695289726,1,0
0.3358457005090813,0.3409580493842712,1,0
0.174611535737209,0.3497270491858725,1,0
0.1721403155558502,0.3516454215060014,1,0
0.3235688745292476,0.3537706890596889,1,0
0.2731517152113153,0.3595051098749335,1,0
0.190480274490967,0.3595051098749335,1,0
0.1858843510634994,0.3641291093750827,1,0
0.3584848329155582,0.3641291093750827,1,0
0.3457531873903909,0.3749509463565608,1,0
0.286238362810493,0.3845240896676124,1,0
0.2963846850605938,0.3896469495032119,1,0
0.2930057216420033,0.4027895648066958,1,0
0.3877350807266847,0.4230596333500932,1,0
0.3433999313251854,0.4355047574637477,1,0
0.2875109223158062,0.441616956415513,1,0
0.2945600839313775,0.443552274165135,1,0
0.4230085269023955,0.4464029337840335,1,0
0.3791873579793055,0.4604459033398647,1,0
0.3867973518314048,0.4607675676774696,1,0
0.4212774801049725,0.4612601110157259,1,0
0.4389697690741871,0.4629897036904916,1,0
0.4389697690741871,0.4629897036904916,1,0
0.3758842101130459,0.4638674630475397,1,0
0.2669354414252189,0.467404081240963,1,0
0.2939487231887794,0.4683177108164396,1,0
0.1564048386454192,0.4727475389107741,1,0
0.3273455133591924,0.4768718187600366,1,0
0.2777632574357518,0.483234643386201,1,0
0.3306261885749503,0.4854774376459149,1,0
0.3673435014531429,0.4854774376459149,1,0
0.3117936713827391,0.4862552508551623,1,0
0.3133971746108376,0.4880261485973669,1,0
0.481023588858937,0.4903793024581252,1,0
0.2333589650310397,0.4926751741113238,1,0
0.4800179534334586,0.4972281135495684,1,0
0.4800179534334586,0.4972281135495684,1,0
0.4772846221933039,0.4982209187519484,1,0
0.3918059032744398,0.4983386215679384,1,0
0.3191149584431686,0.4993582238430231,1,0
0.2220781030082024,0.5050348878932369,1,0
0.2892408715823519,0.5084382640352836,1,0
0.247094915259575,0.5084382640352836,1,0
0.4764245623946531,0.509292913200769,1,0
0.2895308973511523,0.5108016180190039,1,0
0.4525360050429274,0.5115054555021737,1,0
0.323355461642792,0.5132854693490976,1,0
0.486443454066908,0.5244076234768067,1,0
0.3675263548886867,0.5256280364640321,1,0
