,Birth,Death,Dimension
0,0.0554404765921831,0.11176363166593806,0
1,0.030986066052607675,0.15373522001599538,0
2,0.11664863096452172,0.21091964688263087,0
3,0.030115124118323955,0.2281489979597856,0
4,0.21046182020213022,0.23723381927327125,0
5,0.07257789630162492,0.2895237332452778,0
6,0.026710106490877017,0.3087621774745223,0
7,0.13570178938494903,0.31176821581473957,0
8,0.23852098521040666,0.33642163290968474,0
9,0.017017601496351342,0.33706324227024065,0
10,0.1855171118600627,0.35908582990239546,0
11,0.18007181458999,0.41641760450771437,0
12,0.01603546333546957,0.4316114608073982,0
13,0.2790344028648827,0.45056865205548824,0
14,0.07398941859455133,0.46239428084083256,0
15,0.04052663784701449,0.5758098796450901,0
16,0.5176469693275032,0.6560182444235062,1
17,0.45056865205548824,0.6845348364412658,1
18,0.6902176218514692,0.7780525086116856,1
19,0.5660675277715319,0.8113148974804518,1
20,0.7971792986456799,0.8115634002715381,1
21,0.6288755245294823,0.8584993412409866,1
22,0.36377548776436996,0.8642544170888025,1
23,0.4209414295522864,0.8909375184877479,1
24,0.8634455882795886,0.8910692230714418,1
25,0.5505922798352273,0.9029870584402575,1
26,0.6942255460496449,0.9078756690536637,1
27,0.6594674243420701,0.9093818534998153,1
28,0.5778986519522851,0.9296796277848137,1
29,0.31824511820354573,0.931480873731312,1
30,0.7214325907414203,0.9319267105328544,1
31,0.9025895139219718,0.9403160989335312,1
32,0.839377713891224,0.9778924210962264,1
33,0.5932104828902525,0.9889074400329229,1
34,0.002154874368216708,inf,0
35,0.4640785861270791,inf,1
36,0.5660675277715319,inf,1
