Birth,Death,Dimension,Space
0.0343685273022947,0.0412434396544819,0,0
0.0449140944037728,0.053866429940347,0,0
0.0178481101405071,0.0616303945741171,0,0
0.0550212200312478,0.065013336524195,0,0
0.008892123171731,0.0787776805339508,0,0
0.0209778702769066,0.0791629847219889,0,0
0.0551481871667848,0.0879554567168676,0,0
0.0832982358203416,0.1025296158388635,0,0
0.0102918465736268,0.1048102465710827,0,0
0.0554700041081106,0.1082670166688838,0,0
0.070114546631806,0.1137557157726205,0,0
0.0878103230609045,0.1157406847171236,0,0
0.0395658294300289,0.1157406847171236,0,0
0.0136095246098463,0.1177712788342703,0,0
0.0711903921490623,0.1242691603814226,0,0
0.0552853325541944,0.1275387574927686,0,0
0.0961136277001595,0.1275570416118527,0,0
0.0829353176615784,0.1342465022768791,0,0
0.1330814569910707,0.1444623175870444,0,0
0.0821800657804535,0.1467311704398873,0,0
0.0987831631414993,0.1522959641417574,0,0
0.0758115808556468,0.1540245364423662,0,0
0.1195836549835259,0.161660063498178,0,0
0.0742782642745819,0.1656193426622225,0,0
0.1082884476631249,0.1673239138824053,0,0
0.0404522414433171,0.1731029626650965,0,0
0.0030972379102058,0.176514076355343,0,0
0.0037959140551533,0.1789168450869767,0,0
0.1054245374246415,0.1836877477962157,0,0
0.0235621128858253,0.1950871819387142,0,0
0.1137532925995215,0.1975587946647283,0,0
0.1767925465128202,0.199643134343989,0,0
0.1485151486287531,0.1997980187095933,0,0
0.1615824089715106,0.2038760449036301,0,0
0.0636362054258978,0.2042816291978209,0,0
0.2022602987288965,0.2077960611284058,0,0
0.0553410949213146,0.2077960611284058,0,0
0.0106727657541282,0.2089506561615098,0,0
0.1319883577082932,0.2114348702749212,0,0
0.1060067249333811,0.2137030706077698,0,0
0.1261144719601904,0.2156907063580377,0,0
0.1255351889497497,0.2168241875993209,0,0
0.0218933312553532,0.2210073333530502,0,0
0.1386351803273779,0.2242683911511165,0,0
0.0726136577575149,0.2258646593521081,0,0
0.2119042514554463,0.2264682384004605,0,0
0.0530726962265598,0.2278626264268416,0,0
0.062188489056192,0.2287013551662085,0,0
0.1387061849448257,0.2297178744466889,0,0
0.0105585466427569,0.234464457718861,0,0
0.0630381573871811,0.2351240886317273,0,0
0.1002090770412773,0.2360198541241143,0,0
0.0434429848539741,0.2399582897999176,0,0
0.0466432190647093,0.2410683416715621,0,0
0.0046122141840125,0.2410683416715621,0,0
0.0363280161368657,0.2433131729065029,0,0
0.0049927058168526,0.2455007736926381,0,0
0.2341933231603102,0.2457222784101361,0,0
0.0030908060798027,0.2497718903897171,0,0
0.005329717650485,0.2521063952679843,0,0
0.1926914643305476,0.2531739616736116,0,0
0.141934126885986,0.2531739616736116,0,0
0.0320232398811333,0.2536822316714164,0,0
0.0898656124017753,0.2536822316714164,0,0
0.1557117791160405,0.2545335506836071,0,0
0.066736771276987,0.2552015247921557,0,0
0.0174557676743069,0.2572442055962298,0,0
0.025314718052826,0.2594547009729723,0,0
0.124390115985653,0.2635829804023869,0,0
0.1300349751880256,0.2647938832407924,0,0
0.0533902276318254,0.2687324070447572,0,0
0.0580474599276827,0.268773364916546,0,0
0.1382643829951824,0.2707307694203232,0,0
0.0130339800991198,0.2751290132201961,0,0
0.0519419615929942,0.2769106663044819,0,0
0.0346655088594536,0.2769106663044819,0,0
0.114735026538463,0.2782291532339281,0,0
0.0621014178514275,0.2789165803784821,0,0
0.0992183634112973,0.2883631204007902,0,0
0.0244750609437043,0.2907644190739662,0,0
0.0567869953041346,0.2913512351582672,0,0
0.0039182291838286,0.2946499026869406,0,0
0.2283732765823535,0.2951245256460002,0,0
0.0523357693887647,0.2964925564597084,0,0
0.0053216478062836,0.2972273222186024,0,0
0.0276172932049205,0.2995562828111267,0,0
0.0374451147458309,0.3017524183095764,0,0
0.1646922817767262,0.3017524183095764,0,0
0.016626859087017,0.3022471011141817,0,0
0.0401902699806261,0.3039360816951754,0,0
0.0406697723720496,0.3044836319258354,0,0
0.0448867439655007,0.3057991330287221,0,0
0.0181329781821292,0.3064105371133068,0,0
0.051939360151012,0.3065440546962272,0,0
0.0710779634751632,0.3084957879665317,0,0
0.0124224213206691,0.308705414214614,0,0
0.0165174396083851,0.3095386776960556,0,0
0.1191107454797211,0.3106160566967619,0,0
0.193359814086854,0.3123014290263863,0,0
0.0166593524261257,0.3176845997766812,0,0
0.093767794496126,0.3263958662608213,0,0
0.0023710229220857,0.3288448499670409,0,0
0.1000907384248435,0.332651029636914,0,0
0.1143076639866432,0.3342423124967961,0,0
0.3299753343437139,0.3379385848300521,0,0
0.0055250750758036,0.338202941014464,0,0
0.2754964027902317,0.3399096130671016,0,0
0.0764780137015003,0.3443781509447504,0,0
0.2665196645057045,0.3502838335838387,0,0
0.3171707564153795,0.3596705412880118,1,0
0.1143170824525767,0.367677748074667,0,0
0.0046414274766106,0.3743620285816635,0,0
0.0510075351315935,0.3753470787360213,0,0
0.0343481669788501,0.3761617007319596,0,0
0.0040221314064369,0.3847964401611187,0,0
0.3461737151777202,0.3857424056072346,0,0
0.3276505397177334,0.4001262425833295,0,0
0.240115634856729,0.4009836459595582,0,0
0.0317362290538071,0.40280632117864,0,0
0.0618538296618087,0.4075423505713451,0,0
0.0074104411258757,0.4094436893773884,0,0
0.1103334324611715,0.4162475023397401,0,0
0.2465995797757384,0.4189895585251215,0,0
0.0380566758857873,0.4196541901141436,0,0
0.1568421853459717,0.4289534875743057,0,0
0.0462144869816563,0.4289534875743057,0,0
0.2853548427098507,0.4305224206631773,1,0
0.3260093416014797,0.4308110598028589,1,0
0.3965720458278685,0.4314200709854737,1,0
0.3783354372585148,0.4335572262296866,1,0
0.0037391025937077,0.4355476463153233,0,0
0.3094452239029864,0.4417985692794897,0,0
0.3149548248312535,0.4451606436314548,0,0
0.3902808233481947,0.4452257446625064,1,0
0.1428565423024947,0.4516452995028205,0,0
0.348215906294434,0.462410434548366,1,0
0.2095707423296947,0.475277852179072,0,0
0.0639301370310675,0.4893934501532503,0,0
0.2847318301809592,0.4910384358613663,0,0
0.3879993918312365,0.5045248141738401,0,0
0.5145419200185724,0.5153901021009396,1,0
0.063702099488823,0.5165705037886604,0,0
0.5028623800938067,0.5246739599653066,1,0
0.2802238709273175,0.5263832535306673,1,0
0.4071525119331365,0.5337845276962105,1,0
0.3197704890996639,0.5358876436604183,1,0
0.3840364267833827,0.5365261246044997,1,0
0.4445964308020097,0.5392768288084435,1,0
0.4954219227278907,0.5411046934023876,1,0
0.2502402006486304,0.554063691264961,1,0
0.5308172863286608,0.5620059543250415,0,0
0.5243813615162741,0.5630390648680567,1,0
0.4659426051901585,0.5646272488719992,1,0
0.539542311892137,0.5728767089156939,1,0
0.4815104906499984,0.5769746359786466,1,0
0.2757023786953558,0.5793077939345969,1,0
0.5566593371338175,0.5848959553174177,1,0
0.2715029301541327,0.5886069797249228,1,0
0.1842098856921624,0.5920305240685885,1,0
0.5398712514229975,0.6074613790836948,1,0
0.585169424451184,0.6135295762936696,1,0
0.5564188873541578,0.61421379314266,1,0
0.6151823750826985,0.6165584602442725,1,0
0.5125169692357479,0.6175498351025772,1,0
0.5938884198982325,0.6187481026334489,1,0
0.4367854134987011,0.6266775212989085,1,0
0.4800462288391333,0.6323455040239927,1,0
0.4334735999358617,0.6330704380321166,1,0
0.5736633800485038,0.6444136611447018,1,0
0.2672130297248024,0.6444928176650501,1,0
0.6362814764428121,0.6488772844591819,1,0
0.384974092001522,0.6501523203495313,1,0
0.4593686733454055,0.6514219938328236,1,0
0.5988194106038559,0.668684060834124,1,0
0.3027513072583202,0.6706353070030019,1,0
0.5826008937472377,0.6741091723757123,1,0
0.5197062740421057,0.6787331717806613,1,0
0.6158860768092769,0.6808998870079568,1,0
0.3306518212632673,0.6830907152661725,0,0
