Size,1st 0-dim birth mean,1st 0-dim birth var,1st 0-dim birth min,1st 0-dim birth max,1st 1-dim birth mean,1st 1-dim birth var,1st 1-dim birth min,1st 1-dim birth max,2nd 1-dim birth mean,2nd 1-dim birth var,2nd 1-dim birth min,2nd 1-dim birth max
27,0.0012402250925220564,1.237471893685148e-06,1.1309190892649925e-05,0.0065660358474338,0.387526295504234,0.0012663007469302058,0.3038945707625172,0.473788242158181,0.4222179069252139,0.0014625418735525369,0.3561924181440468,0.5581963530208217
28,0.0011880488625419152,1.6990370884080889e-06,1.6272688821095116e-05,0.0077801893984085,0.39052565551988894,0.0009960718806205804,0.2869514107327695,0.4692819774621621,0.4232301907003604,0.0009724287004633274,0.3533159984881786,0.5086869386917804
29,0.0013075106174111957,1.271947750452898e-06,7.093470633767751e-06,0.0041737884399883,0.3884968579847294,0.001200281215784709,0.3088267906006612,0.4733769085903699,0.42125061615095405,0.001333332234832992,0.343015178354227,0.5195943523553079
30,0.0008805656851773696,7.367520637905407e-07,9.558453217817232e-08,0.0046400916176742,0.3968168168544479,0.0009600825048399818,0.3165633031814606,0.4729423365863116,0.4232029428556523,0.0009559973524496416,0.353532616941605,0.5265928695256535
31,0.0010741405026286003,1.0253303129010537e-06,6.358796853178639e-06,0.005029280255134,0.3859355296081428,0.001397089048037159,0.2588395577058573,0.4736520805125217,0.4196511451826286,0.0013026145188082114,0.3488492308217559,0.5192534682345018
32,0.0010342916739939985,1.1216837434997333e-06,2.023945313056608e-05,0.0051436583591925,0.3869076499246812,0.0010069416640399694,0.3125416052124053,0.4782405686516162,0.4189337320699616,0.0010590301528875894,0.3417526621787771,0.4964745790362896
33,0.0011614531211247728,1.1887172640672717e-06,2.581088561426359e-05,0.0060748570561872,0.39014878612907133,0.0009175685568932558,0.326539977422859,0.443386943342128,0.41914750235505543,0.0008628034585813254,0.329628412838879,0.4764414435752884
34,0.0008827800062197772,8.471054872017459e-07,3.0147778735889474e-05,0.0043547712286629,0.3849926793389541,0.0009977568484739816,0.3195097397437382,0.4533170386957681,0.416681374352327,0.0011458189290027127,0.3432530495349619,0.5505459978870273
35,0.0008452955873899893,6.614905875305373e-07,3.755111934844457e-06,0.004472617324618,0.39318904054845,0.0007663187414931992,0.317495194501409,0.4505090597907952,0.41737922550014717,0.0006447129679263671,0.360004710801903,0.4783554705956755
36,0.0007523127351188864,5.513548203214839e-07,2.502643901114432e-06,0.0032879169940481,0.39519117702832074,0.0007468207130617021,0.2910733396682052,0.4453932804375503,0.42543795315222094,0.0009805022007591338,0.3490096698710972,0.4986656763626989
37,0.0006499246612887671,4.779728136152682e-07,3.3885788129905947e-06,0.0038352351480961,0.3937670454187843,0.0008647081124956618,0.2806250739538978,0.4738135841436913,0.4233774593708462,0.0008314167124499474,0.3554466400668453,0.5076918946031564
38,0.0005970980472739778,2.579426049864527e-07,1.269288753324993e-06,0.0020626108622427,0.39425500878988645,0.0006427011706228557,0.3308338422000142,0.4685337942846984,0.4233929794308854,0.0007574898252747084,0.3638015578270731,0.4988636771137181
39,0.0005751540288548862,2.7217575566648533e-07,5.546690543090094e-06,0.0027775767528808,0.39649756590292995,0.0008828670310650128,0.2740160973322613,0.4556691547775304,0.4241466441338354,0.0009832828053674405,0.3125644190919849,0.5265347139418814
40,0.0005147565528872008,2.906828013812007e-07,4.472241100561547e-06,0.0028864254217969,0.39279412946198294,0.0008626080979527043,0.3095921764319027,0.4692634976618171,0.4200451193651653,0.000711442420912796,0.3452968547030722,0.4874662482512746
41,0.000566075436424881,6.55296973126308e-07,6.873813654495464e-06,0.0065034710495422,0.3948443669749581,0.0006055447708176707,0.3386295341920625,0.4538351472171971,0.42041706877745705,0.0006731491456487709,0.3582455430250466,0.5038812306771738
42,0.0005315971217554472,3.760816666966382e-07,3.413170609367633e-06,0.0033285488346029,0.3903548055729409,0.0006286567398955112,0.3205719710323216,0.4484756319697729,0.4187299357324389,0.0007294358060614977,0.3515956448200594,0.5399505343005675
43,0.0005517056977232253,2.9119778816513546e-07,5.455750628158285e-06,0.0024801981656221,0.39361840343910254,0.0006784124905348726,0.3050462946303778,0.453672676967658,0.4213352111658496,0.0005691807323934292,0.3684079780031252,0.4851674484806145
44,0.0005043456643366489,3.082949356401053e-07,7.153193833930871e-07,0.0026541599308634,0.39565707178562654,0.0004949945029259595,0.3337991457762871,0.4455746058546341,0.4186249806814871,0.0005206227332040988,0.3652633643380463,0.4767945442801951
45,0.00038205391197647804,2.0324552405773621e-07,5.486383929831362e-06,0.0028376015381851,0.3992624614300635,0.0005737028755179146,0.3363210155736235,0.4565814876628682,0.419863914413749,0.000680289870829984,0.364117984408486,0.482846909955833
46,0.00048647650485248735,2.1528674983388644e-07,1.9881989138381684e-06,0.0019656611592377,0.3982340504694582,0.0005417393455079313,0.3485116630807813,0.4600488762681711,0.42194694245775244,0.0005615421885323834,0.3646670082265308,0.4831405443626393
47,0.00040552514756293844,1.451956111902931e-07,2.443864685175434e-06,0.0018038354507837,0.3930453723954666,0.0005354184621465846,0.3441613516866412,0.457799335010686,0.41875612045186933,0.0005824271097126144,0.3684841849210181,0.4845896272128933
48,0.0005009688596790557,2.1970412367287886e-07,2.629484968130757e-05,0.0025453166232821,0.3958957244929735,0.00044945188333203346,0.3378194948811593,0.4468485138481748,0.41985629426867893,0.0005740288546275851,0.3592707608039518,0.4786493737431797
49,0.0004231883372776401,1.899651870049352e-07,8.126654659212917e-06,0.0017839887910013,0.39502700049453926,0.00045751695121085725,0.3459456546360617,0.4490943696751143,0.4165735279052324,0.0004948583345110308,0.3600463816847786,0.4772097209719579
50,0.0004087884346035652,1.367289557219654e-07,1.468739471155445e-07,0.0019145778443327,0.397907683661378,0.0004501054334462528,0.3423951589859365,0.4436614261596349,0.41722241652461656,0.0003900964252362709,0.3643735628327142,0.4769833407071128
51,0.00035819979159330785,1.2536432586844996e-07,3.4703297679961054e-08,0.0016633942039154,0.3964633141526705,0.0004535616813104536,0.3473370008538712,0.4453697943384037,0.41792864102141203,0.0005027426291895677,0.3707355069109936,0.4765555920100877
52,0.0004581203914904647,1.634086507071386e-07,1.510797935644348e-06,0.0020736018290298,0.3954872465339108,0.0005282174139779155,0.3421154078447662,0.4432893516578963,0.41709708174665794,0.0004291842797280965,0.3672687556389514,0.4569744527154157
53,0.0003597745720855406,1.1435648321872005e-07,4.2916332332332274e-07,0.0016583536946815,0.39665957946059904,0.0003758065453895273,0.3496257116801466,0.4371442214686827,0.4178098868481688,0.0004740511169717669,0.3618680790236132,0.4852380216469095
54,0.00030991972501034963,5.538199693090983e-08,2.403656765848084e-07,0.0011673288626656,0.39506612515996004,0.0005684600668851985,0.3400367796924991,0.4571658983665804,0.4198906121752208,0.0007399602589893537,0.3462775094503877,0.4994045655492612
55,0.0002567146964339817,5.8888395467804195e-08,1.256694944884451e-06,0.0012007625130253,0.39495731290505326,0.000432009948647167,0.3433557229041327,0.4429031599894146,0.4163867898241418,0.00047039615924142163,0.3747623646957176,0.4706628416757434
56,0.0003177156913756801,8.686371139951977e-08,4.9630766669750415e-06,0.0017324755642817,0.3951790285004618,0.0005055812926480632,0.3288091255798765,0.4505035257969709,0.41690752852175705,0.0004626402988465737,0.3674617447648856,0.4881617252793859
57,0.0002752178527508983,7.01925255962061e-08,3.6038725634846e-06,0.0015784634322996,0.3984461690162817,0.000306305360755899,0.3620779426378624,0.4477507406379959,0.41609020630486676,0.00039785043136298005,0.3766384222622542,0.483472529445375
58,0.0003337368911497705,1.406584555827299e-07,1.5390400168735496e-06,0.0021767862620968,0.3968136763864252,0.00041936175844194216,0.3436257297115963,0.4413915499417872,0.41699298096895765,0.00042445186624681544,0.3705931903099081,0.4711380462173018
59,0.00027749337156150294,6.022783333040911e-08,1.4805563062214588e-06,0.0012066023138059,0.39547840942873935,0.0003941628853481448,0.3433226187755731,0.4367985441569798,0.41658876711175025,0.0003287916140809817,0.374349868292205,0.4555533366425851
60,0.0002871544205037356,1.0750582913686303e-07,1.109419316414062e-06,0.0019053624259266,0.3972205110706522,0.0003690335147503119,0.3495206959359928,0.4615898640287534,0.418092051663156,0.00039093114501628404,0.3730543976800946,0.4849120961158307
61,0.00028621754013612855,7.983044793701354e-08,3.053401127717237e-06,0.0013214885273153,0.40023423293895255,0.0004108630942603353,0.3498028723160682,0.4544950784308074,0.4200201662910444,0.0004184925736131396,0.3701737399087191,0.4816833541656836
62,0.0002702074553566985,5.879273946442254e-08,1.4072707378298688e-06,0.0011103149247448,0.3979901542638011,0.00035254630499328776,0.351743188767477,0.4450224257239588,0.4186816084706889,0.0004635352829049493,0.3697838143727279,0.4814092008216899
63,0.00021666460313551203,5.4725633144010816e-08,1.312909842732246e-06,0.0015338759420453,0.39802502887483304,0.0003570798357819615,0.3499150238552286,0.4515811953435341,0.41706219422660673,0.000359795915711156,0.3807407214935332,0.4597153109814264
64,0.0002629722756265524,5.158083564566792e-08,3.936770433532466e-06,0.0009516790989145,0.3968686376917326,0.0003238974597427227,0.341107731871211,0.4476538109575929,0.4163605309308606,0.00039724201429230797,0.3745192341217419,0.4658177549350727
65,0.00023056129029772873,7.233908093311317e-08,1.4681516335990352e-06,0.0017511031439519,0.3932847534987795,0.00034301377361540164,0.3385499543585183,0.4324068979971648,0.41226869329217775,0.0003174009982301587,0.3735003284074519,0.4519358455392931
66,0.00025004879764776815,5.167811342844894e-08,1.6652915365567011e-06,0.0010508236415698,0.3973520186794458,0.0003467471016671086,0.3562025131220181,0.4326316265998552,0.41245394614756864,0.0003463276359050901,0.3719185913043142,0.4656927550983348
67,0.0002323365983039895,5.568754508528111e-08,1.7738303828007671e-06,0.0012162290410556,0.3979178098682118,0.0003716895758684996,0.3455362711285997,0.452232916947792,0.41593363961773155,0.0003191204177423449,0.3664726457578368,0.4680750445705925
68,0.00020045189984947947,3.933478104005166e-08,2.4659613999666874e-06,0.0009812644917791,0.39777252557464415,0.00030080337353554596,0.3477650581156803,0.4319613038626639,0.41730169876356654,0.00038179482761714715,0.3669779639838569,0.4786033819749931
69,0.00024295008540475325,5.530738090792427e-08,3.735620062617073e-06,0.0010927260445614,0.39714254159384454,0.00031560108317795627,0.3541011108674224,0.437949593173367,0.4152153447535355,0.00025321620283575027,0.383395742922327,0.4511856762026391
70,0.00018148235889502544,3.1084184446480835e-08,1.4317465130142535e-06,0.0008179345171455,0.3994072206959584,0.0002999940304973948,0.3532943523574748,0.4401409375259745,0.4179653322703257,0.00032056831120457467,0.3809610267846074,0.4664238022340815
71,0.0001794766993342384,3.846311875472756e-08,2.951885310853441e-06,0.0008556203871254,0.40203883920518346,0.0003399106286629006,0.362833067458982,0.4571126650453461,0.4173953243830467,0.00027284533617585746,0.3838528731393228,0.4727069262068154
72,0.0001806893416704092,5.790380005268205e-08,8.911015829671243e-07,0.0015791765978263,0.3991470298603757,0.00023848601198528518,0.3579542846502762,0.4401825601228762,0.41491091477061703,0.00027409964815797443,0.3797210603609264,0.471145329650725
73,0.0001915579293664429,3.0703747368871986e-08,8.057659076632362e-07,0.0007499685645373,0.4002218588480298,0.000286224779392426,0.3478435902356863,0.446365539060684,0.41796077185819913,0.00026248887501494593,0.359706635615281,0.4593727002085515
74,0.00016639327360529636,2.2813030653349702e-08,5.66384630540373e-06,0.0007225850693968,0.4010501629754696,0.00020601854773610008,0.373531177937371,0.4381058907145845,0.41621706472423886,0.00023147938340303462,0.3746691756587847,0.4572542749186894
75,0.00017970574665543431,3.63403281207943e-08,7.377888148196732e-07,0.0013054676952486,0.40132968660215906,0.00020646402404991962,0.358201699188313,0.4483619443696822,0.4169939437990751,0.0002641954296996555,0.3828492833738557,0.4614696551695395
76,0.0001985297555236039,3.7099140544289705e-08,6.988691303444483e-08,0.0009644566286894,0.39938860273695687,0.00028135911694827573,0.3564241162864985,0.452118259059116,0.413820242277846,0.0002633127367655463,0.3776915311734274,0.459464849867981
77,0.0001610530903050673,3.437025366072386e-08,6.555805621699662e-07,0.000998709835688,0.39715248648470636,0.0002566068963882237,0.3482923957257379,0.426829110738177,0.4150195927884792,0.0002333285164147611,0.3717579028331604,0.4487413204898017
78,0.00014433389477343302,1.7047955290791986e-08,2.8214723890584992e-08,0.0007535494630653,0.399798698516199,0.00028527759599949174,0.3578978384388993,0.4340000512614388,0.4153379478473888,0.00032709788603930685,0.3716616425085073,0.493215935334626
79,0.00017107179720716323,2.3192885249123085e-08,2.744568093349109e-06,0.0007707020191308,0.3987616218371732,0.00027145357018507294,0.3559385827171063,0.4349686253979593,0.41580919228599056,0.0002842369411875892,0.3773823558287469,0.463554785713138
80,0.00016087320044458453,3.4300532565795106e-08,4.814971759081743e-07,0.0009575669573484,0.401614086144796,0.00024977319680950214,0.3517779203854275,0.4401212214636101,0.41572477816383224,0.00021102788196583952,0.3750397196174436,0.457578652829821
81,0.00016381940689961155,3.75131953130943e-08,1.0482927894628349e-06,0.001005172038528,0.3979592531446132,0.00021464252002886323,0.3582254721080439,0.4275604183388114,0.4139645703337815,0.0001887705025107435,0.3836292908959849,0.4439931425371015
82,0.0001538262656216895,2.2553128938605307e-08,8.383295901914779e-08,0.000615403485071,0.3951884046897256,0.00021696752100905403,0.3549679313708332,0.4305230898300444,0.41098712625381945,0.0002754864710875193,0.3683534362246679,0.4618037145713279
83,0.00013282879869546107,2.118829880156308e-08,1.265460926935802e-06,0.0008131862177284,0.3964415932730174,0.00021574194422552178,0.3629566669308769,0.4536853649146593,0.4120556276935976,0.00023440555163110319,0.3799265274611113,0.4707970124148147
84,0.00013775543948820466,1.7012646290291298e-08,1.1373634974942703e-06,0.000518135182394,0.3977720451314981,0.00023916210945493246,0.3582132316436335,0.4311547127423634,0.4136925121182056,0.0001715567757912277,0.3740697120563525,0.4446759432114311
85,0.00014630986162834342,1.8282611249334733e-08,8.41938962992117e-08,0.0006161860685532,0.4001261203557835,0.0002538775973868731,0.3599155672058163,0.4354511268757226,0.4143985780938035,0.00020173273869688238,0.3838621079586659,0.4567732094717961
86,0.0001548013617999051,2.4331868744987086e-08,6.897479333245471e-07,0.0007547182770542,0.4017275571042079,0.00021675036361995114,0.3595240622458339,0.44467022828551,0.41568924412344205,0.00018987465086869242,0.3849535097956768,0.4520635886219386
87,0.00012814593863337271,9.991562662846278e-09,2.4948996091289644e-08,0.0004937902121534,0.3996536940972439,0.00020350943444479616,0.3540219932529403,0.4310025192847809,0.4140807403882271,0.00019820970523529827,0.3811082371330904,0.4506543341025784
88,0.00014074507957924194,2.4401073650306393e-08,2.1446252773671404e-06,0.001073210409538,0.4007770398614467,0.000213394325882648,0.3602296193547326,0.4354127084542917,0.4142713358871798,0.00024437392641203865,0.3816953098314144,0.4602805616547971
89,0.0001229704301377171,1.499375708078245e-08,3.843896437816241e-07,0.0005880942606365,0.39980932734234415,0.0002523113628787069,0.3641504080633733,0.4407607128162721,0.4150028383102889,0.00020319387683335747,0.3762837742911737,0.4472461279007297
90,0.00010699656665598746,1.3130550066273807e-08,2.869911608360809e-06,0.0005242904654104,0.39720105184956106,0.00019593516459715513,0.3631596053363466,0.4287060658959479,0.41144099966906383,0.0001800171384850219,0.3740403963493356,0.4521448018602607
91,0.00013843102225609278,1.6710395491449785e-08,1.4880250549520468e-06,0.0005927561084768,0.3991082371163096,0.00014875471141590423,0.3731946042941069,0.4341458599527644,0.41320298404305583,0.0002016274397478604,0.3828764613602892,0.4593132535521481
92,0.0001307294896037988,2.086610670605937e-08,1.8370261289923922e-07,0.0008361999133651,0.4009368981436047,0.00017372788856491762,0.3655126594392728,0.4290455273934404,0.4131953072451066,0.00015583525544209657,0.3851294574999458,0.442081531982433
93,0.0001069587459471035,1.1651469658506272e-08,1.439159817984148e-07,0.0005572536051368,0.3988715711348606,0.00023980308892801577,0.3588111442539833,0.4381329186303622,0.41357109930863756,0.0002139217198507922,0.3800514333491283,0.4592079024669386
94,0.00010959013907131712,1.222745015513439e-08,1.1475580996567206e-07,0.0006584464897925,0.40114337577882786,0.00021616943840212615,0.3647963728746696,0.4314164310776334,0.41737313184839037,0.0002169221670294329,0.3845207229096321,0.4596593462901577
95,0.00012355501778280772,1.6156969872482337e-08,3.6574182238346964e-08,0.000569491776413,0.40173034396248114,0.0001723828731661927,0.3662832275796442,0.4331467444469137,0.41439972208232695,0.00016767174454567169,0.3756618895038353,0.4556188655348423
96,0.00013693214379789938,2.065442342155257e-08,1.6056468038483374e-06,0.0007682311121838,0.4001943819734855,0.0002322620544786351,0.348451836913768,0.4331520733144363,0.4138505127440438,0.00021107546668980575,0.3815076695665721,0.4552810201319888
97,0.00010616467756541417,1.1622361721019746e-08,2.582738075296298e-06,0.0006930187892933,0.4001572206680002,0.0001252779387043973,0.3711225652555934,0.4367085872370687,0.4132040254069708,0.00014183717530934442,0.3870474789741742,0.4433408296096507
98,0.00011715866815357707,1.4788218917087092e-08,1.28332399151887e-07,0.0007034803562205,0.3997775135269462,0.0001962299889652272,0.3588864984568951,0.4323931214732267,0.4143673287176127,0.0001903247923879281,0.3685074930239649,0.4523263416394016
99,0.00011389645172254119,1.5771728797511553e-08,1.2263634708853388e-06,0.0007164690919028,0.4018112278961087,0.00019396818798748713,0.369039249302639,0.4449042124628842,0.41573844937932825,0.00019046248262491225,0.3693538970602412,0.4462227719497058
100,0.00010214916332296605,1.190991124829239e-08,1.143632956779328e-06,0.0006820337914288,0.4030954154205548,0.0001715720798336047,0.3689930837746704,0.4291917595263499,0.4134197473295712,0.00016556479249407957,0.3837050752788,0.4448094499400935
101,9.671835999281906e-05,9.682790691467836e-09,2.6117091223021305e-07,0.0004900209254875,0.4019461208588263,0.000211814589518256,0.3652201841418881,0.4406270481088969,0.41470360627974834,0.00022547172020663113,0.3840292692067356,0.448344028764649
102,0.00010528738246048568,1.0134657984339427e-08,5.377127434424978e-07,0.000529269450831,0.4005502885893216,0.00012374031954785427,0.3722402387395688,0.4295564844444345,0.4123378320785789,0.00018352860890712993,0.3828251221434384,0.4536881597343565
103,7.949389577122283e-05,6.839935505284694e-09,1.6548883341460652e-06,0.0004637420933949,0.3983315299810398,0.00016993532177535164,0.365826725664938,0.4260807723539489,0.4115370847042819,0.00017196299301923033,0.3728062396312274,0.4468214683236651
104,9.231367227483028e-05,6.79178291057732e-09,1.6238480238239816e-07,0.0003843732421652,0.3997236843713917,0.0001369001443183278,0.372702065910333,0.4274306403219844,0.4135671115371193,0.0001640904899575764,0.3820513657842346,0.4541247742305767
105,9.48168532929746e-05,1.0411693471565057e-08,1.2072594560708083e-06,0.0004683973516996,0.4013877410095689,0.00013139593208390862,0.3656596632548792,0.4237913471143384,0.414547683052865,0.00014933219036709667,0.3902164562697903,0.4508861939515133
106,8.015012145465799e-05,7.946596422350652e-09,3.686175120698465e-07,0.0005604196415385,0.402940142911043,0.00014584547296420998,0.3673266429693116,0.4334929217401294,0.41425054875162437,0.00013510647173211457,0.3816738620398896,0.4370077428614713
107,7.670601549954747e-05,7.486268020619744e-09,4.712028048858841e-07,0.0004226395506681,0.399922077031296,0.00018946180365633615,0.3660821298608852,0.4366022771664398,0.41257370333000126,0.00018158335503965097,0.3685984021645292,0.4474633920763523
108,9.22141002739334e-05,6.765887320081508e-09,2.199533361002537e-07,0.0004327580673969,0.4035326154299989,0.00014373797772445872,0.3714637602151774,0.4363088006568358,0.413596509258749,0.000132405736912833,0.3886601408356878,0.4446808168177812
109,9.322418115003247e-05,9.628781166391148e-09,1.398163218424564e-06,0.0006015851283305,0.3997865629846777,0.0001525836920817358,0.3688666681703509,0.4347657108596917,0.4123425385604345,0.0001539079998909172,0.3837357444343512,0.4414500144901191
110,8.421629482363975e-05,8.232029802466762e-09,1.550902976599211e-06,0.0004224164260298,0.4000004776987341,0.00019044879041499148,0.3712096507229179,0.4321112463824778,0.4118664700894426,0.00019584623648870688,0.3825846576306654,0.4547392242804589
111,8.507423349210067e-05,9.364227314015775e-09,1.90802552979541e-07,0.0005774130566548,0.40292740079026956,0.0001416874041952904,0.373450409501129,0.4326139959096353,0.4156409814196568,0.00014866562397219547,0.3881693375690895,0.4492018829434359
112,8.170195043384256e-05,7.888659174194198e-09,6.762631786783047e-07,0.0004220785655528,0.4011276001417514,0.0001441677855770696,0.3594416536114166,0.4298991502173901,0.41358409456472756,0.00018123128038749777,0.3838650533135351,0.4468202742157482
113,7.702790973075784e-05,5.0685081342383896e-09,1.199239428428811e-06,0.0004892704647642,0.40340008642351316,0.00016895837144675847,0.367239855946004,0.4326736673280362,0.415884002872969,0.00017822832040534576,0.3914335551013554,0.4557190018187673
114,7.856513987793964e-05,6.306936686722224e-09,2.268098219015968e-06,0.0004551972007702,0.4012028174628324,0.0001319423911659887,0.3731756890945161,0.4276480966358333,0.4141876630622498,0.00018106818400492316,0.375759681485128,0.454618800431919
115,7.433178616449501e-05,5.905505345040075e-09,6.230719868938195e-07,0.0004483920383167,0.4008088197421075,0.0001475322089259783,0.366075511038222,0.4281017491199369,0.4130887620242025,0.00012861763808245697,0.3883055755823562,0.4432994013960575
116,7.634605067741636e-05,5.085232902304913e-09,5.608848187010906e-07,0.0003430568057598,0.40059298422450274,0.00014728865077570183,0.3691798491640526,0.4286265147404533,0.41311373049117783,0.0001321620432868583,0.3861612476516106,0.4379968147756887
117,7.418648464615015e-05,4.667080519976574e-09,3.2439605581746638e-06,0.0003197141619339,0.4026887535282407,0.000132276213646528,0.3682693548117423,0.4277257496205979,0.41388181495444437,0.00013181960425047087,0.3844198985569032,0.4419277654735143
118,7.329604833972367e-05,5.321534979488556e-09,5.932599583813314e-07,0.0004113029177407,0.40049118616178697,0.00014608106266217086,0.3748283611085278,0.4274412274431175,0.41294131454712657,0.00014294891661075548,0.3867474578033509,0.440744475671785
