,Birth,Death,Dimension
0,0.028297549891684315,0.04472436346787112,0
1,0.021720533304053435,0.05207053037761411,0
2,0.03170838905744444,0.06388619053128353,0
3,0.15798250941978154,0.25878539507277554,1
4,0.15798250941978154,0.3091981761120972,1
5,0.22371144028006051,0.3269900370994565,1
6,0.2979683049014372,0.38918755428157326,1
7,0.10605078609487628,0.4217493933611036,1
8,0.10605078609487628,0.44790356872941883,1
9,0.5286972407969973,0.5353819441020148,2
10,0.5286972407969973,0.6319718189400252,2
11,0.6380366126235426,0.6953713160088135,2
12,0.6583975513093558,0.7035154592411614,2
13,0.6873798073157252,0.7448784366086069,2
14,0.6069385000034428,0.8465955319102276,2
15,0.7401588659640678,0.8520643602807132,2
16,0.8041323874957123,0.8924390072377705,2
17,0.7401588659640678,0.8948883086032606,2
18,0.44790356872941883,0.9181200807267692,2
19,0.6069385000034428,0.9809116445662507,2
20,0.02103722624518034,inf,0
21,0.0752769522950334,inf,1
22,0.07737026889238863,inf,1
23,0.14407254136069048,inf,1
24,0.4813896624733478,inf,2
25,0.5591726790827388,inf,2
26,0.5779979621725164,inf,2
